Dimensi,Aspek,Arti,Perilaku Kuat,Perilaku Lemah
Relation,Harmony (Harmonis),"Individu yang dalam talenta ini mencari kesepakatan. Mereka menghindari konflik dan mencoba mencari titik temu di antara pandangan yang berbeda. Ketika pendapat mereka tampak berbeda dengan kelompoknya, mereka rela mengubah pendapatnya untuk menyatu dengan orang lain. Ketika orang lain mulai berdebat, mereka menghindari perdebatan dan lebih suka berbicara tentang hal-hal yang dapat disetujui semua orang. Mereka menghindari pertengkaran dan menemukan kesepakatan yang dapat mengakomodasi kepentingan semua orang.",Mengajukan sebuah konsensus untuk menghindari konflik.,Mengalah atau mengikuti keputusan mayoritas meskipun memiliki pandangan berbeda yang seharusnya didengar.
Relation,Harmony (Harmonis),"Individu yang dalam talenta ini mencari kesepakatan. Mereka menghindari konflik dan mencoba mencari titik temu di antara pandangan yang berbeda. Ketika pendapat mereka tampak berbeda dengan kelompoknya, mereka rela mengubah pendapatnya untuk menyatu dengan orang lain. Ketika orang lain mulai berdebat, mereka menghindari perdebatan dan lebih suka berbicara tentang hal-hal yang dapat disetujui semua orang. Mereka menghindari pertengkaran dan menemukan kesepakatan yang dapat mengakomodasi kepentingan semua orang.",Menginginkan lingkungan yang damai jauh dari pertikaian.,Kesulitan menyampaikan kritik atau fakta yang tidak menyenangkan.
Relation,Harmony (Harmonis),"Individu yang dalam talenta ini mencari kesepakatan. Mereka menghindari konflik dan mencoba mencari titik temu di antara pandangan yang berbeda. Ketika pendapat mereka tampak berbeda dengan kelompoknya, mereka rela mengubah pendapatnya untuk menyatu dengan orang lain. Ketika orang lain mulai berdebat, mereka menghindari perdebatan dan lebih suka berbicara tentang hal-hal yang dapat disetujui semua orang. Mereka menghindari pertengkaran dan menemukan kesepakatan yang dapat mengakomodasi kepentingan semua orang.",Seringkali mengalah demi menghindari perselisihan tidak penting.,Selalu merasa bertanggung jawab menenangkan semua pihak meskipun situasi tidak membutuhkan peran tersebut.
Relation,Personalizer (Personalisasi),"Individu ini memiliki keinginan yang kuat untuk mempersonalisasi hubungan dengan secara proaktif mempelajari apa yang masing-masing orang anggap penting dan sukai. Mereka secara naluriah mengamati gaya, motivasi, karakter, dan pemikiran dari setiap orang dan tertarik dengan kualitas unik yang dimiliki setiap individu. Mereka menyesuaikan pendekatan mereka untuk mengakomodasi kebutuhan setiap orang, dan hal ini menciptakan kepercayaan. Mereka menghargai keragaman dan menerima orang apa adanya, serta kekuatan dan kelemahan yang setiap orang bawa untuk memperkaya pandangan dan perspektif bersama.",Secara aktif mendengarkan dan bertanya untuk memahami kebutuhan individu.,Kurang mendengarkan dan cenderung tertarik membicarakan diri sendiri.
Relation,Personalizer (Personalisasi),"Individu ini memiliki keinginan yang kuat untuk mempersonalisasi hubungan dengan secara proaktif mempelajari apa yang masing-masing orang anggap penting dan sukai. Mereka secara naluriah mengamati gaya, motivasi, karakter, dan pemikiran dari setiap orang dan tertarik dengan kualitas unik yang dimiliki setiap individu. Mereka menyesuaikan pendekatan mereka untuk mengakomodasi kebutuhan setiap orang, dan hal ini menciptakan kepercayaan. Mereka menghargai keragaman dan menerima orang apa adanya, serta kekuatan dan kelemahan yang setiap orang bawa untuk memperkaya pandangan dan perspektif bersama.",Berusaha keras mempelajari dan melihat berbagai hal dari perspektif orang lain.,Kurang berusaha mempelajari dan memahami perspektif orang lain.
Relation,Personalizer (Personalisasi),"Individu ini memiliki keinginan yang kuat untuk mempersonalisasi hubungan dengan secara proaktif mempelajari apa yang masing-masing orang anggap penting dan sukai. Mereka secara naluriah mengamati gaya, motivasi, karakter, dan pemikiran dari setiap orang dan tertarik dengan kualitas unik yang dimiliki setiap individu. Mereka menyesuaikan pendekatan mereka untuk mengakomodasi kebutuhan setiap orang, dan hal ini menciptakan kepercayaan. Mereka menghargai keragaman dan menerima orang apa adanya, serta kekuatan dan kelemahan yang setiap orang bawa untuk memperkaya pandangan dan perspektif bersama.",Memperlakukan setiap orang secara unik berdasarkan kebutuhan dan latar belakang mereka.,Memperlakukan semua orang dengan cara yang sama.
Relation,Personalizer (Personalisasi),"Individu ini memiliki keinginan yang kuat untuk mempersonalisasi hubungan dengan secara proaktif mempelajari apa yang masing-masing orang anggap penting dan sukai. Mereka secara naluriah mengamati gaya, motivasi, karakter, dan pemikiran dari setiap orang dan tertarik dengan kualitas unik yang dimiliki setiap individu. Mereka menyesuaikan pendekatan mereka untuk mengakomodasi kebutuhan setiap orang, dan hal ini menciptakan kepercayaan. Mereka menghargai keragaman dan menerima orang apa adanya, serta kekuatan dan kelemahan yang setiap orang bawa untuk memperkaya pandangan dan perspektif bersama.","Sangat pengertian dan adaptif dalam interaksi, tahu apa yang dibutuhkan setiap orang.",Cenderung dianggap tidak pengertian atas kebutuhan setiap orang.
Relation,Sociable (Mudah Bergaul),"Individu ini menikmati tantangan untuk bertemu dengan orang baru dan membuat orang lain menyukai mereka. Mereka menganggap orang asing adalah teman yang belum pernah mereka temui, jadi mereka sama sekali tidak merasa terinitimidasi untuk memulai percakapan. Mereka tertarik pada orang baru yang belum mereka kenal, mempelajari nama mereka, mengajukan pertanyaan, dan menemukan minat yang sama sehingga mereka dapat memulai percakapan dan membangun hubungan dengan percaya diri. Mereka memiliki lingkaran pertemanan yang luas karena mereka secara alami adalah komunikator dan mitra diskusi yang baik. Mereka membuat orang seketika merasa nyaman dan suka berada di sekitar mereka.",Sangat nyaman dan bersemangat bertemu dengan orang asing atau orang baru.,Lebih tertarik pada orang yang sudah mereka kenal.
Relation,Sociable (Mudah Bergaul),"Individu ini menikmati tantangan untuk bertemu dengan orang baru dan membuat orang lain menyukai mereka. Mereka menganggap orang asing adalah teman yang belum pernah mereka temui, jadi mereka sama sekali tidak merasa terinitimidasi untuk memulai percakapan. Mereka tertarik pada orang baru yang belum mereka kenal, mempelajari nama mereka, mengajukan pertanyaan, dan menemukan minat yang sama sehingga mereka dapat memulai percakapan dan membangun hubungan dengan percaya diri. Mereka memiliki lingkaran pertemanan yang luas karena mereka secara alami adalah komunikator dan mitra diskusi yang baik. Mereka membuat orang seketika merasa nyaman dan suka berada di sekitar mereka.",Mudah memulai dan mempertahankan percakapan saat bertemu orang baru.,Kurang nyaman bertemu dengan orang asing.
Relation,Sociable (Mudah Bergaul),"Individu ini menikmati tantangan untuk bertemu dengan orang baru dan membuat orang lain menyukai mereka. Mereka menganggap orang asing adalah teman yang belum pernah mereka temui, jadi mereka sama sekali tidak merasa terinitimidasi untuk memulai percakapan. Mereka tertarik pada orang baru yang belum mereka kenal, mempelajari nama mereka, mengajukan pertanyaan, dan menemukan minat yang sama sehingga mereka dapat memulai percakapan dan membangun hubungan dengan percaya diri. Mereka memiliki lingkaran pertemanan yang luas karena mereka secara alami adalah komunikator dan mitra diskusi yang baik. Mereka membuat orang seketika merasa nyaman dan suka berada di sekitar mereka.",Cepat akrab dan bisa mengenal orang baru dalam waktu yang singkat.,Seringkali kehilangan kata-kata saat bertemu orang baru.
Relation,Sociable (Mudah Bergaul),"Individu ini menikmati tantangan untuk bertemu dengan orang baru dan membuat orang lain menyukai mereka. Mereka menganggap orang asing adalah teman yang belum pernah mereka temui, jadi mereka sama sekali tidak merasa terinitimidasi untuk memulai percakapan. Mereka tertarik pada orang baru yang belum mereka kenal, mempelajari nama mereka, mengajukan pertanyaan, dan menemukan minat yang sama sehingga mereka dapat memulai percakapan dan membangun hubungan dengan percaya diri. Mereka memiliki lingkaran pertemanan yang luas karena mereka secara alami adalah komunikator dan mitra diskusi yang baik. Mereka membuat orang seketika merasa nyaman dan suka berada di sekitar mereka.",Memiliki jaringan kenalan yang luas dan beragam karena sifatnya yang terbuka.,Perlu waktu lebih lama untuk mengenal orang baru.
Impact,Accountable (Bertanggung Jawab),"Individu yang dapat diandalkan, berkomitmen untuk mencapai tujuan, dan selalu menyelesaikan apa yang dimulai dengan integritas tinggi. Mengambil kepemilikan penuh terhadap komitmen.",Mengembangkan tanggung jawab dan memastikan semua komitmen terpenuhi.,Menuntut hasil sempurna dan kaku terhadap cara kerja sehingga sulit menerima solusi “cukup baik” yang praktis.
Impact,Accountable (Bertanggung Jawab),"Individu yang dapat diandalkan, berkomitmen untuk mencapai tujuan, dan selalu menyelesaikan apa yang dimulai dengan integritas tinggi. Mengambil kepemilikan penuh terhadap komitmen.",Dapat diandalkan untuk memastikan tugas-tugas diselesaikan.,Enggan mempercayakan pekerjaan kepada orang lain sehingga memegang banyak tugas sendiri.
Impact,Accountable (Bertanggung Jawab),"Individu yang dapat diandalkan, berkomitmen untuk mencapai tujuan, dan selalu menyelesaikan apa yang dimulai dengan integritas tinggi. Mengambil kepemilikan penuh terhadap komitmen.",Merasa bersalah ketika mereka tidak dapat memenuhi apa yang mereka katakan akan dilakukan.,"Terlalu mengatur cara orang lain bekerja (metode/format), bukan fokus pada hasil akhir."
Impact,Accountable (Bertanggung Jawab),"Individu yang dapat diandalkan, berkomitmen untuk mencapai tujuan, dan selalu menyelesaikan apa yang dimulai dengan integritas tinggi. Mengambil kepemilikan penuh terhadap komitmen.",Berhati-hati untuk tidak berkomitmen berlebihan karena menghindari janji yang tidak terpenuhi.,Lebih memilih menanggung sendiri masalah ketimbang minta dukungan karena khawatir reputasi tanggung jawabnya terganggu.
Impact,Authoritative (Penegak Aturan),"Individu yang tindakannya didasarkan pada ketentuan yang berlaku. Tegas dalam memberikan teguran, evaluasi, dan hukuman untuk menegakkan disiplin, memastikan orang belajar dari konsekuensi.",Tegas dan lugas dengan teguran dan evaluasi.,Teguran diberikan dengan nada keras atau langsung di depan umum tanpa mempertimbangkan situasi emosional atau konteks.
Impact,Authoritative (Penegak Aturan),"Individu yang tindakannya didasarkan pada ketentuan yang berlaku. Tegas dalam memberikan teguran, evaluasi, dan hukuman untuk menegakkan disiplin, memastikan orang belajar dari konsekuensi.",Menegakkan aturan di atas hubungan pribadi.,Menolak membuat pengecualian meski kondisi objektif sebenarnya membutuhkan toleransi.
Impact,Authoritative (Penegak Aturan),"Individu yang tindakannya didasarkan pada ketentuan yang berlaku. Tegas dalam memberikan teguran, evaluasi, dan hukuman untuk menegakkan disiplin, memastikan orang belajar dari konsekuensi.","Ketat dalam memberikan tindakan pendisiplinan, sehingga orang bisa belajar.",Menekankan apa yang salah dan siapa yang bersalah daripada bagaimana memperbaikinya.
Impact,Authoritative (Penegak Aturan),"Individu yang tindakannya didasarkan pada ketentuan yang berlaku. Tegas dalam memberikan teguran, evaluasi, dan hukuman untuk menegakkan disiplin, memastikan orang belajar dari konsekuensi.",Tidak ragu-ragu dalam memberikan hukuman dan menunjukkan kepada orang-orang konsekuensi dari kesalahan mereka.,"Mengomunikasikan aturan atau konsekuensi secara kaku, dingin, dan tanpa penjelasan yang membangun."
Impact,Contextual (Kontekstual),Individu yang secara alami belajar dari masa lalu untuk memahami masa kini. Menghargai sejarah dan pengalaman masa lalu sebagai pelajaran untuk memotivasi masa depan yang lebih baik.,Tertarik dengan sejarah dan peristiwa masa lalu.,Terlalu mengandalkan pengalaman masa lalu sehingga menolak pendekatan baru yang sebenarnya lebih relevan dengan kondisi saat ini.
Impact,Contextual (Kontekstual),Individu yang secara alami belajar dari masa lalu untuk memahami masa kini. Menghargai sejarah dan pengalaman masa lalu sebagai pelajaran untuk memotivasi masa depan yang lebih baik.,Mempelajari tentang apa yang terjadi sebagai referensi untuk menanggapi situasi saat ini.,Menggeneralisasi pengalaman negatif sebelumnya dan menganggap persoalan hari ini pasti memiliki masalah yang sama.
Impact,Contextual (Kontekstual),Individu yang secara alami belajar dari masa lalu untuk memahami masa kini. Menghargai sejarah dan pengalaman masa lalu sebagai pelajaran untuk memotivasi masa depan yang lebih baik.,Pengalaman sendiri atau orang lain menjadi referensi untuk melangkah ke depan.,"Penilaian terhadap seseorang terlalu dipengaruhi oleh riwayat atau masa lalu orang tersebut, meski kondisinya sudah berubah."
Impact,Contextual (Kontekstual),Individu yang secara alami belajar dari masa lalu untuk memahami masa kini. Menghargai sejarah dan pengalaman masa lalu sebagai pelajaran untuk memotivasi masa depan yang lebih baik.,Percaya bahwa masa lalu akan terulang dengan sendirinya.,"Menghabiskan waktu terlalu lama menelusuri latar belakang, kronologi, dan konteks sehingga proses pengambilan keputusan menjadi lambat."
Impact,Decisive (Tegas),"Individu yang mampu mengumpulkan informasi, menimbang alternatif, memilih satu tindakan, dan melaksanakannya tanpa menunda analisis atau eksekusi. Berani dan bertanggung jawab atas keputusan.","Membuat keputusan pada momen yang tepat, dan tidak berlarut-larut.",Memutuskan terlalu cepat tanpa cukup informasi atau mitigasi risiko.
Impact,Decisive (Tegas),"Individu yang mampu mengumpulkan informasi, menimbang alternatif, memilih satu tindakan, dan melaksanakannya tanpa menunda analisis atau eksekusi. Berani dan bertanggung jawab atas keputusan.","Menyampaikan apa yang diputuskan, mengapa, siapa bertanggung jawab, dan apa langkah berikutnya.",Membuat keputusan berdampak luas tanpa konsultasi lintas fungsi.
Impact,Decisive (Tegas),"Individu yang mampu mengumpulkan informasi, menimbang alternatif, memilih satu tindakan, dan melaksanakannya tanpa menunda analisis atau eksekusi. Berani dan bertanggung jawab atas keputusan.",Mengakui hasil keputusan baik sukses maupun kegagalan dan memimpin perbaikan.,Memberikan sanksi cepat tanpa analisis penyebab yang memadai.
Impact,Decisive (Tegas),"Individu yang mampu mengumpulkan informasi, menimbang alternatif, memilih satu tindakan, dan melaksanakannya tanpa menunda analisis atau eksekusi. Berani dan bertanggung jawab atas keputusan.",Menggunakan fakta yang cukup tetapi tidak menunggu bukti sempurna untuk bertindak.,Tidak mau mengubah keputusan meski ada data baru yang bertentangan.
Impact,Fixer (Penyelesai Masalah),"Individu yang piawai mendiagnosis akar masalah, merancang solusi langsung, dan memobilisasi sumber daya. Nyaman bekerja di tengah krisis dan bangga ketika masalah selesai.",Mampu mengidentifikasi akar masalah dengan cepat dari bukti terbatas.,"Sering mengambil alih tugas orang lain demi menyelesaikan masalah cepat, sehingga menghambat kapasitas tim."
Impact,Fixer (Penyelesai Masalah),"Individu yang piawai mendiagnosis akar masalah, merancang solusi langsung, dan memobilisasi sumber daya. Nyaman bekerja di tengah krisis dan bangga ketika masalah selesai.",Segera mengambil langkah-tindakan prioritas untuk menstabilkan situasi.,Melewati proses formal atau pengecekan untuk “mempercepat solusi”.
Impact,Fixer (Penyelesai Masalah),"Individu yang piawai mendiagnosis akar masalah, merancang solusi langsung, dan memobilisasi sumber daya. Nyaman bekerja di tengah krisis dan bangga ketika masalah selesai.",Cepat memobilisasi orang & sumber daya dari berbagai unit untuk mengeksekusi solusi.,"Dalam tekanan, bertindak reaktif atau emosional sehingga solusi kurang terukur."
Impact,Fixer (Penyelesai Masalah),"Individu yang piawai mendiagnosis akar masalah, merancang solusi langsung, dan memobilisasi sumber daya. Nyaman bekerja di tengah krisis dan bangga ketika masalah selesai.",Selalu menyiapkan rencana cadangan bila solusi pertama belum efektif.,Bertindak sendiri sehingga solusi tidak sejalan dengan kebijakan atau kebutuhan unit lain.
Impact,Flexible (Fleksibel),"Individu yang bersedia memodifikasi pendekatan sesuai situasi, menyukai variasi, berpikiran terbuka terhadap perubahan, dan merespons dengan cekatan dalam lingkungan yang dinamis.",Siap menyesuaikan diri dan menerima perubahan ketika terjadi.,Terlalu sering memodifikasi pendekatan atau prioritas sehingga tugas tidak selesai dengan tuntas.
Impact,Flexible (Fleksibel),"Individu yang bersedia memodifikasi pendekatan sesuai situasi, menyukai variasi, berpikiran terbuka terhadap perubahan, dan merespons dengan cekatan dalam lingkungan yang dinamis.",Tetap tenang ketika ada perubahan yang bersifat tiba-tiba karena mereka percaya bahwa perubahan adalah sesuatu yang akan selalu terjadi dan tidak dapat dihindari.,Tidak konsisten menjalankan rencana kerja karena terlalu mengandalkan improvisasi.
Impact,Flexible (Fleksibel),"Individu yang bersedia memodifikasi pendekatan sesuai situasi, menyukai variasi, berpikiran terbuka terhadap perubahan, dan merespons dengan cekatan dalam lingkungan yang dinamis.",Cenderung merasa bosan dalam situasi yang monoton atau rutin.,Gairah terhadap dinamika membuat mereka mudah teralihkan dari tujuan awal.
Impact,Flexible (Fleksibel),"Individu yang bersedia memodifikasi pendekatan sesuai situasi, menyukai variasi, berpikiran terbuka terhadap perubahan, dan merespons dengan cekatan dalam lingkungan yang dinamis.",Hidup di masa sekarang dan tidak mengkhawatirkan apa yang akan terjadi di masa depan.,"Karena merasa mampu menyesuaikan diri, mereka kurang mempersiapkan diri sebelumnya."
Impact,Focused (Fokus),"Individu yang membutuhkan arah jelas, menentukan prioritas, menyaring tindakan berdasarkan tujuan, dan memusatkan konsentrasi pada apa yang ada di depan mereka.",Memiliki konsentrasi tinggi.,"Kurang fleksibel karena hanya ingin mengikuti jalur yang sudah ditetapkan, meskipun situasi membutuhkan perubahan strategi."
Impact,Focused (Fokus),"Individu yang membutuhkan arah jelas, menentukan prioritas, menyaring tindakan berdasarkan tujuan, dan memusatkan konsentrasi pada apa yang ada di depan mereka.",Menyusun prioritas berdasarkan tujuan yang telah ditetapkan.,Terlalu terpaku pada sasaran membuat mereka tidak melihat peluang atau potensi risiko yang muncul dari lingkungan sekitar.
Impact,Focused (Fokus),"Individu yang membutuhkan arah jelas, menentukan prioritas, menyaring tindakan berdasarkan tujuan, dan memusatkan konsentrasi pada apa yang ada di depan mereka.",Sulit diganggu ketika sedang terfokus mengerjakan suatu hal.,"Saat ingin mempertahankan fokus, mereka dapat tampak tertutup dan tidak responsif terhadap orang lain."
Impact,Focused (Fokus),"Individu yang membutuhkan arah jelas, menentukan prioritas, menyaring tindakan berdasarkan tujuan, dan memusatkan konsentrasi pada apa yang ada di depan mereka.",Senang mengerjakan tugas satu per satu.,Mereka mudah stres ketika harus menangani beberapa hal sekaligus karena merasa fokusnya terpecah.
Impact,Initiator (Penggerak),"Individu yang memiliki antusias besar untuk bertindak, segera menindaklanjuti keputusan, dan mencari tahu seiring berjalannya aktivitas. Mampu menggerakkan orang lain dengan rasa urgensi.",Meyakini bahwa kata-kata dan pikiran tidak ada artinya tanpa tindakan.,"Terlalu banyak menghabiskan waktu menganalisis, sehingga menyebabkan penundaan dalam bertindak."
Impact,Initiator (Penggerak),"Individu yang memiliki antusias besar untuk bertindak, segera menindaklanjuti keputusan, dan mencari tahu seiring berjalannya aktivitas. Mampu menggerakkan orang lain dengan rasa urgensi.",Mampu menggerakkan orang lain untuk bertindak dengan rasa urgensi.,Membutuhkan dorongan dari orang lain untuk mengambil langkah pertama.
Impact,Initiator (Penggerak),"Individu yang memiliki antusias besar untuk bertindak, segera menindaklanjuti keputusan, dan mencari tahu seiring berjalannya aktivitas. Mampu menggerakkan orang lain dengan rasa urgensi.",Antusias dalam mengimplementasikan ide dan konsep daripada hanya mendiskusikannya.,Merasa perlu untuk menyelesaikan semua penelitian dan informasi sebelum mengambil keputusan.
Impact,Initiator (Penggerak),"Individu yang memiliki antusias besar untuk bertindak, segera menindaklanjuti keputusan, dan mencari tahu seiring berjalannya aktivitas. Mampu menggerakkan orang lain dengan rasa urgensi.",Sering merasa tidak sabar ketika orang lain lambat dalam merespons.,Menunggu orang lain untuk memulai sebuah aktivitas.
Impact,Innovative (Inovatif),"Individu yang memiliki banyak ide, menyukai hal yang mendalam dan baru. Mencari orisinalitas, bereksperimen, dan bangga ketika kreasinya membawa perbaikan.",Antusias saat mendiskusikan ide.,"Terus menghasilkan gagasan baru, namun tidak fokus mengembangkan atau menyelesaikan satu ide hingga tuntas."
Impact,Innovative (Inovatif),"Individu yang memiliki banyak ide, menyukai hal yang mendalam dan baru. Mencari orisinalitas, bereksperimen, dan bangga ketika kreasinya membawa perbaikan.",Bersemangat saat menemukan cara baru yang tidak biasa untuk mengatasi masalah lama.,"Tugas yang repetitif tidak menarik bagi mereka, sehingga pekerjaan administratif atau rutin sering tidak selesai tepat waktu."
Impact,Innovative (Inovatif),"Individu yang memiliki banyak ide, menyukai hal yang mendalam dan baru. Mencari orisinalitas, bereksperimen, dan bangga ketika kreasinya membawa perbaikan.",Mencoba berbagai metode untuk memperluas ide-ide baru.,Keinginan bereksperimen membuat mereka terkadang mencoba ide yang tidak realistis atau berisiko tanpa pertimbangan matang.
Impact,Innovative (Inovatif),"Individu yang memiliki banyak ide, menyukai hal yang mendalam dan baru. Mencari orisinalitas, bereksperimen, dan bangga ketika kreasinya membawa perbaikan.",Memiliki perspektif yang berbeda dan segar untuk menciptakan inovasi baru.,"Mereka terpikat dengan konsep masa depan dan inovasi besar, sehingga mengabaikan solusi sederhana yang sebenarnya lebih dibutuhkan."
Impact,Intuitive (Intuitif),"Individu yang memercayai sebab dan akibat, mampu melihat pola, menghubungkan titik-titik, dan menyederhanakan situasi. Mampu mengambil keputusan cepat berdasarkan intuisi dan pengalaman nyata.",Percaya bahwa segala sesuatu terjadi karena suatu alasan.,Mengambil keputusan cepat berdasarkan insting tanpa mengumpulkan data atau bukti pendukung.
Impact,Intuitive (Intuitif),"Individu yang memercayai sebab dan akibat, mampu melihat pola, menghubungkan titik-titik, dan menyederhanakan situasi. Mampu mengambil keputusan cepat berdasarkan intuisi dan pengalaman nyata.",Ingin mengetahui korelasi dari berbagai peristiwa yang tampak berbeda.,Dorongan untuk bertindak cepat mendorong pengambilan risiko tanpa mitigasi memadai.
Impact,Intuitive (Intuitif),"Individu yang memercayai sebab dan akibat, mampu melihat pola, menghubungkan titik-titik, dan menyederhanakan situasi. Mampu mengambil keputusan cepat berdasarkan intuisi dan pengalaman nyata.",Sangat percaya pada sebab dan akibat.,"Keputusan intuisi sulit dijelaskan dengan logika yang runtut, sehingga orang lain merasa bingung atau tidak yakin."
Impact,Intuitive (Intuitif),"Individu yang memercayai sebab dan akibat, mampu melihat pola, menghubungkan titik-titik, dan menyederhanakan situasi. Mampu mengambil keputusan cepat berdasarkan intuisi dan pengalaman nyata.",Pemikir konseptual dengan naluri yang tajam untuk melihat bagaimana semua hal terhubung.,Mengaplikasikan pola dari pengalaman lama ke situasi yang sangat berbeda tanpa menimbang konteks.
Impact,Logical (Logis),"Individu yang menginginkan pembuktian dengan data, melihat segala sesuatu secara objektif, teliti, dan ketat dalam memastikan semua variabel digali untuk mengambil kesimpulan yang akurat.",Mengambil kesimpulan berdasarkan fakta dan data.,Menuntut bukti lengkap sebelum mengambil keputusan sehingga keputusan tertunda.
Impact,Logical (Logis),"Individu yang menginginkan pembuktian dengan data, melihat segala sesuatu secara objektif, teliti, dan ketat dalam memastikan semua variabel digali untuk mengambil kesimpulan yang akurat.","Objektif dan logis, mereka tidak suka gosip dan desas-desus.","Sikap curiga terhadap ide atau klaim rekan sampai semua terbukti, mengesankan tidak percaya."
Impact,Logical (Logis),"Individu yang menginginkan pembuktian dengan data, melihat segala sesuatu secara objektif, teliti, dan ketat dalam memastikan semua variabel digali untuk mengambil kesimpulan yang akurat.",Realistis dan memastikan semua keputusan bukan hanya omong kosong.,Terlalu bergantung pada model/hipotesis sehingga gagal mengubah asumsi ketika realitas berubah cepat.
Impact,Logical (Logis),"Individu yang menginginkan pembuktian dengan data, melihat segala sesuatu secara objektif, teliti, dan ketat dalam memastikan semua variabel digali untuk mengambil kesimpulan yang akurat.",Menggali dan menganalisa sampai merasa cukup untuk mengambil kesimpulan yang akurat.,Menyimpan atau meminta terlalu banyak dokumen sehingga informasi sulit diakses atau dipakai.
Impact,Resourceful (Pandai Mengatur),"Individu yang senang mengatur, merencanakan, memanfaatkan sumber daya terbatas secara kreatif, dan cepat melihat alternatif untuk mencapai tujuan, menekan pemborosan.",Memutuskan alokasi (waktu/orang/anggaran) berdasar potensi nilai atau risiko terbesar.,Terlalu fokus memangkas biaya sehingga hasil dampak jangka panjang tidak sesuai.
Impact,Resourceful (Pandai Mengatur),"Individu yang senang mengatur, merencanakan, memanfaatkan sumber daya terbatas secara kreatif, dan cepat melihat alternatif untuk mencapai tujuan, menekan pemborosan.",Merancang pendekatan hemat biaya yang tetap memenuhi kebutuhan inti.,Pilih solusi cepat hemat biaya tapi kurang tepat guna.
Impact,Resourceful (Pandai Mengatur),"Individu yang senang mengatur, merencanakan, memanfaatkan sumber daya terbatas secara kreatif, dan cepat melihat alternatif untuk mencapai tujuan, menekan pemborosan.","Menyediakan buffer (waktu, stok, contingency budget) untuk kejadian tak terduga.",Mengontrol detail alokasi sehingga menghambat otonomi dan kecepatan tim lain.
Impact,Resourceful (Pandai Mengatur),"Individu yang senang mengatur, merencanakan, memanfaatkan sumber daya terbatas secara kreatif, dan cepat melihat alternatif untuk mencapai tujuan, menekan pemborosan.",Menganalisis workflow untuk menghilangkan langkah yang tidak bernilai.,Menanggung banyak peran untuk mengoptimalkan resource sehingga kelelahan dan menurunnya efektivitas.
Impact,Strategizer (Pengatur Strategi),"Individu yang mampu menemukan jalan terbaik, menganalisis berbagai pilihan alternatif, menimbang pro dan kontra, dan membuat strategi terbaik sebelum melangkah maju.",Meyakini bahwa ada banyak pilihan dalam menyelesaikan tugas atau memecahkan masalah.,Terlalu lama menganalisis sehingga keputusan tertunda.
Impact,Strategizer (Pengatur Strategi),"Individu yang mampu menemukan jalan terbaik, menganalisis berbagai pilihan alternatif, menimbang pro dan kontra, dan membuat strategi terbaik sebelum melangkah maju.",Seringkali menemukan cara yang lebih baik dan lebih efektif untuk mencapai tujuan.,Membuat rencana sangat detail sampai kehilangan kelincahan saat situasi berubah.
Impact,Strategizer (Pengatur Strategi),"Individu yang mampu menemukan jalan terbaik, menganalisis berbagai pilihan alternatif, menimbang pro dan kontra, dan membuat strategi terbaik sebelum melangkah maju.",Berpikir dan memilih berbagai pilihan alternatif sebelum mengambil keputusan.,Terlalu setia pada strategi yang dipilih sehingga sulit adaptasi saat konteks berubah.
Impact,Strategizer (Pengatur Strategi),"Individu yang mampu menemukan jalan terbaik, menganalisis berbagai pilihan alternatif, menimbang pro dan kontra, dan membuat strategi terbaik sebelum melangkah maju.",Dapat dengan mudah menyortir beberapa opsi dalam situasi yang kompleks.,"Membutuhkan ruang analisis untuk semua hal, bahkan situasi yang menuntut keputusan segera."
Impact,Structured (Terstruktur),"Individu yang membutuhkan dunia yang dapat diprediksi, membuat rencana terperinci, secara ketat mengikuti prosedur dan berfokus pada jadwal/tenggat waktu, tidak menyukai perubahan mendadak.",Merencanakan kegiatan dengan langkah-langkah yang jelas dan urut.,Seringkali hadir tanpa persiapan.
Impact,Structured (Terstruktur),"Individu yang membutuhkan dunia yang dapat diprediksi, membuat rencana terperinci, secara ketat mengikuti prosedur dan berfokus pada jadwal/tenggat waktu, tidak menyukai perubahan mendadak.","Lebih memilih untuk mengerjakan aktivitas secara urut, bukan secara bersamaan.",Kurang menyukai rutinitas.
Impact,Structured (Terstruktur),"Individu yang membutuhkan dunia yang dapat diprediksi, membuat rencana terperinci, secara ketat mengikuti prosedur dan berfokus pada jadwal/tenggat waktu, tidak menyukai perubahan mendadak.",Bekerja sesuai dengan prosedur yang telah ditetapkan.,Metode eksekusi cenderung tidak konsisten dengan cara yang sama.
Impact,Structured (Terstruktur),"Individu yang membutuhkan dunia yang dapat diprediksi, membuat rencana terperinci, secara ketat mengikuti prosedur dan berfokus pada jadwal/tenggat waktu, tidak menyukai perubahan mendadak.",Mengatur waktu dengan baik dan tidak menyukai perubahan rencana yang mendadak.,Cenderung mudah teralihkan dari rencana yang sudah ditetapkan.
Impact,Troubleshooter (Solutif),"Individu yang mampu mengisolasi sumber masalah, mengajukan pertanyaan bagus, termotivasi oleh tantangan masalah yang sulit, dan bekerja sistematis untuk menemukan solusi terbaik.",Dapat mengidentifikasi akar penyebab masalah dengan pertanyaan yang tepat.,"Hanya mengajukan beberapa pertanyaan, sehingga mungkin kehilangan detail penting."
